uid,level,topic,subtopic,skill,format,difficulty,time_s,stem_tex,answer_tex,distractors_tex,figure_url,tags,status,language,source_file
PY4E018,4e,pythagore,theoreme_direct,calcul,QCM,2,45,"Triangle MNP rectangle en N : MP = 20, MN = 12. Calculer NP.",16,8|32|256,,flash;pythagore;calcul_cote,validé,fr,pythagore.csv
PY4E019,4e,pythagore,verification,raisonnement,QCM,2,60,"Triangle de côtés 10, 24 et 26 : est-il rectangle ?",Oui,Non|Presque|Il manque des données,,flash;pythagore;reciproque,validé,fr,pythagore.csv
PY4E020,4e,pythagore,verification,raisonnement,QCM,2,60,"Triangle de côtés 4, 5 et 7 : est-il rectangle ?",Non,Oui|Presque rectangle|On ne peut pas dire,,flash;pythagore;reciproque,validé,fr,pythagore.csv
ST4E001,4e,statistiques,moyenne,calcul,QCM,1,30,Calculer la moyenne de la série : 12 ; 8 ; 15 ; 9 ; 11,11.0,12|10|13,,flash;statistiques;moyenne,validé,fr,statistiques.csv
ST4E002,4e,statistiques,mediane,calcul,QCM,1,30,Quelle est la médiane de la série : 7 ; 3 ; 9 ; 5 ; 6 ?,6.0,7|5|9,,flash;statistiques;mediane,validé,fr,statistiques.csv
ST4E003,4e,statistiques,etendue,calcul,QCM,1,30,Calculer l'étendue de la série : 14 ; 7 ; 21 ; 5 ; 12,16.0,19|14|21,,flash;statistiques;etendue,validé,fr,statistiques.csv
ST4E004,4e,statistiques,moyenne,recherche,QCM,2,45,La moyenne des notes suivantes est 13 : 11 ; 15 ; 12 ; x. Que vaut x ?,14.0,13|16|10,,flash;statistiques;moyenne_inverse,validé,fr,statistiques.csv
ST4E005,4e,statistiques,mediane,lecture,QCM,1,30,Dans une série de 7 valeurs ordonnées 4;6;7;9;12;15;20 quelle est la médiane ?,9.0,7|12|6,,flash;statistiques;mediane_position,validé,fr,statistiques.csv
ST4E006,4e,statistiques,moyenne,calcul,QCM,1,30,Calculer la moyenne de : 8 ; 12 ; 6 ; 14 ; 10,10.0,11|12|9,,flash;statistiques;moyenne,validé,fr,statistiques.csv
ST4E007,4e,statistiques,etendue,calcul,QCM,1,30,L'étendue de la série 25;18;31;22;19 est :,13.0,12|14|15,,flash;statistiques;etendue,validé,fr,statistiques.csv
ST4E008,4e,statistiques,mediane,calcul,QCM,2,45,Quelle est la médiane de 2;8;5;11;7;9 ?,7.5,8|7|6,,flash;statistiques;mediane_paire,validé,fr,statistiques.csv
ST4E009,4e,statistiques,moyenne,evolution,QCM,2,45,Si on ajoute la valeur 16 à la série 10;12;14 quelle devient la nouvelle moyenne ?,13.0,12|14|11,,flash;statistiques;moyenne_ajout,validé,fr,statistiques.csv
ST4E010,4e,statistiques,mediane,calcul,QCM,1,30,Dans la série 3;7;7;9;12;15 quelle est la médiane ?,8.0,7|9|7.5,,flash;statistiques;mediane_paire,validé,fr,statistiques.csv
ST4E011,4e,statistiques,etendue,calcul,QCM,1,30,Calculer l'étendue de : 45 ; 32 ; 58 ; 41 ; 29,29.0,26|32|27,,flash;statistiques;etendue,validé,fr,statistiques.csv
ST4E012,4e,statistiques,moyenne,calcul,QCM,1,30,La moyenne de 6;9;12;15 est :,10.5,11|9.5|12,,flash;statistiques;moyenne_decimale,validé,fr,statistiques.csv
ST4E013,4e,statistiques,mediane,ordonnement,QCM,2,45,Ordonner puis donner la médiane de : 18 ; 12 ; 24 ; 15 ; 21,18.0,15|21|12,,flash;statistiques;mediane_desordonnee,validé,fr,statistiques.csv
ST4E014,4e,statistiques,etendue,inverse,QCM,2,45,L'étendue d'une série est 17. Si la plus petite valeur est 8 que vaut la plus grande ?,25.0,24|23|26,,flash;statistiques;etendue_inverse,validé,fr,statistiques.csv
ST4E015,4e,statistiques,moyenne,calcul,QCM,1,30,Calculer la moyenne de 20 ; 16 ; 24 ; 12 ; 28,20.0,19|21|18,,flash;statistiques;moyenne,validé,fr,statistiques.csv
ST4E016,4e,statistiques,mediane,evolution,QCM,3,60,"Une série a pour médiane 11. On ajoute les valeurs 8 et 14, la nouvelle médiane est :",11.0,12|10|13,,flash;statistiques;mediane_ajout,validé,fr,statistiques.csv
ST4E017,4e,statistiques,etendue,decimales,QCM,2,45,Quelle est l'étendue de la série : 2.5 ; 7.8 ; 4.2 ; 9.1 ; 3.6 ?,6.6,5.3|7.4|8.2,,flash;statistiques;etendue_decimale,validé,fr,statistiques.csv
ST4E018,4e,statistiques,moyenne,somme,QCM,2,45,La moyenne de 5 notes est 14. Quelle est la somme de ces 5 notes ?,70.0,65|75|60,,flash;statistiques;moyenne_somme,validé,fr,statistiques.csv
ST4E019,4e,statistiques,mediane,calcul,QCM,1,30,Dans la série 1;4;7;10;13;16 la médiane vaut :,8.5,7|10|9,,flash;statistiques;mediane_paire,validé,fr,statistiques.csv
ST4E020,4e,statistiques,etendue,inverse,QCM,2,45,Si l'étendue est 12 et la plus grande valeur 27 que vaut la plus petite ?,15.0,14|16|13,,flash;statistiques;etendue_inverse,validé,fr,statistiques.csv
LIT5E001,5e,calcul_litteral,substitution,calcul,QCM,1,30,"Si $x = 3$, calculer $x + 5$",$8$,$15$|$2$|$35$,,flash;litteral;substitution,validé,fr,calcul_litteral.csv
LIT5E002,5e,calcul_litteral,substitution,calcul,QCM,1,30,"Si $a = 7$, calculer $2a$",$14$,$9$|$27$|$72$,,flash;litteral;substitution,validé,fr,calcul_litteral.csv
LIT5E003,5e,calcul_litteral,substitution,calcul,QCM,2,45,"Si $x = 4$, calculer $3x - 1$",$11$,$7$|$34$|$12$,,flash;litteral;substitution,validé,fr,calcul_litteral.csv
LIT5E004,5e,calcul_litteral,substitution,calcul,QCM,2,45,"Si $n = 5$, calculer $2n + 3$",$13$,$10$|$25$|$53$,,flash;litteral;substitution,validé,fr,calcul_litteral.csv
LIT5E005,5e,calcul_litteral,expression,ecriture,QCM,1,25,Le double de $x$ s'écrit :,$2x$,$x + 2$|$x^2$|$2 + x$,,flash;litteral;langage,validé,fr,calcul_litteral.csv
LIT5E006,5e,calcul_litteral,expression,ecriture,QCM,1,25,$x$ augmenté de 4 s'écrit :,$x + 4$,$4x$|$x - 4$|$4 - x$,,flash;litteral;langage,validé,fr,calcul_litteral.csv
LIT5E007,5e,calcul_litteral,expression,ecriture,QCM,2,30,Le triple de $a$ diminué de 2 s'écrit :,$3a - 2$,$3a + 2$|$a - 2$|$3(a - 2)$,,flash;litteral;langage,validé,fr,calcul_litteral.csv
LIT5E008,5e,calcul_litteral,substitution,calcul,QCM,2,40,"Si $x = 6$, calculer $x^2$",$36$,$12$|$66$|$6$,,flash;litteral;carre,validé,fr,calcul_litteral.csv
LIT5E009,5e,calcul_litteral,substitution,calcul,QCM,3,50,"Si $a = 3$, calculer $a^2 + 2a$",$15$,$9$|$6$|$32$,,flash;litteral;substitution,validé,fr,calcul_litteral.csv
LIT5E010,5e,calcul_litteral,developpement,calcul,QCM,2,35,Développer : $3(x + 2)$,$3x + 6$,$3x + 2$|$x + 6$|$3x + 32$,,flash;litteral;developpement,validé,fr,calcul_litteral.csv
LIT5E011,5e,calcul_litteral,developpement,calcul,QCM,2,35,Développer : $5(a - 1)$,$5a - 5$,$5a - 1$|$a - 5$|$5a + 5$,,flash;litteral;developpement,validé,fr,calcul_litteral.csv
LIT5E012,5e,calcul_litteral,developpement,calcul,QCM,2,40,Développer : $2(3x + 4)$,$6x + 8$,$6x + 4$|$3x + 8$|$5x + 6$,,flash;litteral;developpement,validé,fr,calcul_litteral.csv
LIT5E013,5e,calcul_litteral,simplification,ecriture,QCM,1,20,Simplifier : $x \times x$,$x^2$,$2x$|$x + x$|$x$,,flash;litteral;produit,validé,fr,calcul_litteral.csv
LIT5E014,5e,calcul_litteral,simplification,ecriture,QCM,1,25,Simplifier : $3 \times a \times 2$,$6a$,$3a2$|$5a$|$32a$,,flash;litteral;produit,validé,fr,calcul_litteral.csv
LIT5E015,5e,calcul_litteral,substitution,calcul,QCM,2,40,"Si $x = 2$, calculer $5x - 3$",$7$,$13$|$2$|$52$,,flash;litteral;substitution,validé,fr,calcul_litteral.csv
LIT5E016,5e,calcul_litteral,expression,ecriture,QCM,2,30,La somme du carré de $x$ et de 5 s'écrit :,$x^2 + 5$,$(x + 5)^2$|$x^2 \times 5$|$2x + 5$,,flash;litteral;langage,validé,fr,calcul_litteral.csv
LIT5E017,5e,calcul_litteral,developpement,calcul,QCM,3,45,Développer : $x(x + 3)$,$x^2 + 3x$,$x^2 + 3$|$2x + 3$|$x + 3x$,,flash;litteral;developpement,validé,fr,calcul_litteral.csv
LIT5E018,5e,calcul_litteral,substitution,calcul,QCM,3,60,"Si $a = 4$ et $b = 1$, calculer $2a + 3b$",$11$,$7$|$24$|$241$,,flash;litteral;deux_variables,validé,fr,calcul_litteral.csv
LIT5E019,5e,calcul_litteral,reduction,ecriture,QCM,2,30,Réduire : $2x + 5x$,$7x$,$10x$|$7x^2$|$2x^5$,,flash;litteral;reduction,validé,fr,calcul_litteral.csv
LIT5E020,5e,calcul_litteral,reduction,ecriture,QCM,2,35,Réduire : $3a + 2 + 4a$,$7a + 2$,$9a$|$3a + 6$|$7a^2 + 2$,,flash;litteral;reduction,validé,fr,calcul_litteral.csv
ENC5E001,5e,nombres_relatifs,enchainements,calcul,QCM,1,25,Calculer : $(-5) + 8 - 3$,$0$,$6$|$-16$|$10$,,flash;relatifs;enchainement_simple,validé,fr,enchainements_relatifs.csv
ENC5E002,5e,nombres_relatifs,enchainements,calcul,QCM,1,30,Calculer : $7 - 12 + 4 - 1$,$-2$,$2$|$-24$|$8$,,flash;relatifs;enchainement_simple,validé,fr,enchainements_relatifs.csv
ENC5E003,5e,nombres_relatifs,enchainements,calcul,QCM,2,35,Calculer : $(-3) + 9 - 7 + 2$,$1$,$-1$|$21$|$-17$,,flash;relatifs;enchainement_simple,validé,fr,enchainements_relatifs.csv
ENC5E004,5e,nombres_relatifs,enchainements,calcul,QCM,2,40,Calculer : $6 - 8 + 3 - 5 + 1$,$-3$,$3$|$-23$|$13$,,flash;relatifs;enchainement_moyen,validé,fr,enchainements_relatifs.csv
ENC5E005,5e,nombres_relatifs,enchainements,calcul,QCM,1,30,Calculer : $(-4) + 6 - 2$,$0$,$-12$|$4$|$12$,,flash;relatifs;enchainement_simple,validé,fr,enchainements_relatifs.csv
ENC5E006,5e,nombres_relatifs,enchainements,calcul,QCM,2,35,Calculer : $10 - 15 + 2 - 1 + 4$,$0$,$-10$|$32$|$10$,,flash;relatifs;enchainement_zero,validé,fr,enchainements_relatifs.csv
ENC5E007,5e,nombres_relatifs,parentheses,calcul,QCM,2,40,Calculer : $-(+3) + (-7)$,$-10$,$10$|$4$|$-4$,,flash;relatifs;parentheses_simples,validé,fr,enchainements_relatifs.csv
ENC5E008,5e,nombres_relatifs,parentheses,calcul,QCM,2,45,Calculer : $(-2) - (-5) + (-3)$,$0$,$-10$|$6$|$-6$,,flash;relatifs;parentheses_soustraction,validé,fr,enchainements_relatifs.csv
ENC5E009,5e,nombres_relatifs,parentheses,calcul,QCM,2,45,Calculer : $8 - (-4) + (-6)$,$6$,$-6$|$18$|$-2$,,flash;relatifs;parentheses_melange,validé,fr,enchainements_relatifs.csv
ENC5E010,5e,nombres_relatifs,parentheses,calcul,QCM,3,50,Calculer : $(-1) - (-8) - (+3)$,$4$,$-4$|$12$|$-12$,,flash;relatifs;parentheses_complexes,validé,fr,enchainements_relatifs.csv
ENC5E011,5e,nombres_relatifs,parentheses,calcul,QCM,2,40,Calculer : $7 + (-9) - (-2)$,$0$,$-4$|$4$|$18$,,flash;relatifs;parentheses_zero,validé,fr,enchainements_relatifs.csv
ENC5E012,5e,nombres_relatifs,parentheses,calcul,QCM,3,50,Calculer : $(-6) + (-2) - (-4) + (-1)$,$-5$,$5$|$-13$|$13$,,flash;relatifs;parentheses_multiples,validé,fr,enchainements_relatifs.csv
ENC5E013,5e,nombres_relatifs,parentheses,calcul,QCM,2,45,Calculer : $5 - (+7) + (-3) - (-1)$,$-4$,$4$|$16$|$-16$,,flash;relatifs;parentheses_variees,validé,fr,enchainements_relatifs.csv
ENC5E014,5e,nombres_relatifs,astuce,calcul,QCM,1,30,Calculer : $(-7) + 7 + 3$,$3$,$-7$|$17$|$-3$,,flash;relatifs;opposes_annulent,validé,fr,enchainements_relatifs.csv
ENC5E015,5e,nombres_relatifs,astuce,calcul,QCM,2,35,Calculer : $(-5) + 8 + (-3) + 2$,$2$,$-2$|$18$|$-8$,,flash;relatifs;regroupement,validé,fr,enchainements_relatifs.csv
ENC5E016,5e,nombres_relatifs,astuce,calcul,QCM,2,40,Calculer : $6 + (-4) + (-6) + 4$,$0$,$20$|$-20$|$10$,,flash;relatifs;regroupement_zero,validé,fr,enchainements_relatifs.csv
ENC5E017,5e,nombres_relatifs,astuce,calcul,QCM,2,35,Calculer : $(-9) + 3 + 9 + (-1)$,$2$,$-2$|$22$|$-22$,,flash;relatifs;opposes_plus_autres,validé,fr,enchainements_relatifs.csv
ENC5E018,5e,nombres_relatifs,astuce,calcul,QCM,1,25,Calculer : $12 + (-12) + 5$,$5$,$-5$|$29$|$-29$,,flash;relatifs;opposes_simples,validé,fr,enchainements_relatifs.csv
ENC5E019,5e,nombres_relatifs,enchainements_longs,calcul,QCM,3,60,Calculer : $(-3) + 7 - 8 + 2 - 1 + 4$,$1$,$-1$|$17$|$-17$,,flash;relatifs;enchainement_long,validé,fr,enchainements_relatifs.csv
ENC5E020,5e,nombres_relatifs,enchainements_longs,calcul,QCM,3,65,Calculer : $5 - 9 + 3 - 6 + 2 - 1 + 8$,$2$,$-2$|$34$|$-12$,,flash;relatifs;enchainement_tres_long,validé,fr,enchainements_relatifs.csv
FR5EAS001,5e,fractions,addition_soustraction,denominateur_commun,QCM,1,40,Calculer : \frac{3}{8} + \frac{2}{8},\frac{5}{8},\frac{1}{8}|\frac{6}{8}|\frac{5}{16},,flash;fractions;add_same,validé,fr,fractions_add_sous.csv
FR5EAS002,5e,fractions,addition_soustraction,denominateur_commun,QCM,1,40,Calculer : \frac{5}{7} - \frac{2}{7},\frac{3}{7},\frac{7}{5}|\frac{2}{5}|\frac{5}{9},,flash;fractions;sous_same,validé,fr,fractions_add_sous.csv
FR5EAS003,5e,fractions,addition_soustraction,denominateurs_multiples,QCM,1,50,Calculer : \frac{1}{4} + \frac{1}{2},\frac{3}{4},\frac{2}{6}|\frac{2}{4}|\frac{1}{6},,flash;fractions;add_multiple,validé,fr,fractions_add_sous.csv
FR5EAS004,5e,fractions,addition_soustraction,denominateurs_multiples,QCM,1,50,Calculer : \frac{3}{5} - \frac{1}{10},\frac{1}{2},\frac{2}{5}|\frac{1}{5}|\frac{4}{5},,flash;fractions;sous_multiple,validé,fr,fractions_add_sous.csv
FR5EAS005,5e,fractions,addition_soustraction,denominateurs_differents,QCM,2,60,Calculer : \frac{2}{3} + \frac{1}{6},\frac{5}{6},\frac{3}{9}|\frac{3}{6}|\frac{7}{6},,flash;fractions;add_diff,validé,fr,fractions_add_sous.csv
FR5EAS006,5e,fractions,addition_soustraction,denominateurs_differents,QCM,2,60,Calculer : \frac{5}{12} + \frac{1}{3},\frac{3}{4},\frac{6}{15}|\frac{2}{5}|\frac{5}{15},,flash;fractions;add_diff,validé,fr,fractions_add_sous.csv
FR5EAS007,5e,fractions,addition_soustraction,denominateurs_differents,QCM,2,60,Calculer : \frac{7}{8} - \frac{1}{4},\frac{5}{8},\frac{6}{8}|\frac{3}{4}|\frac{7}{12},,flash;fractions;sous_diff,validé,fr,fractions_add_sous.csv
FR5EAS008,5e,fractions,addition_soustraction,simplification_finale,QCM,2,70,Calculer et simplifier : \frac{2}{6} + \frac{1}{6},\frac{1}{2},\frac{3}{6}|\frac{2}{7}|\frac{1}{3},,flash;fractions;add_simplify,validé,fr,fractions_add_sous.csv
FR5EAS009,5e,fractions,addition_soustraction,simplification_finale,QCM,2,70,Calculer et simplifier : \frac{3}{9} + \frac{2}{9},\frac{5}{9},\frac{5}{18}|\frac{1}{3}|\frac{7}{9},,flash;fractions;add_simplify,validé,fr,fractions_add_sous.csv
FR5EAS010,5e,fractions,addition_soustraction,impropre,QCM,3,80,Calculer : \frac{7}{6} + \frac{5}{6},2,\frac{12}{6}|\frac{11}{6}|1 \frac{5}{6},,flash;fractions;add_improper,validé,fr,fractions_add_sous.csv
FR5EAS011,5e,fractions,addition_soustraction,impropre,QCM,3,80,Calculer : \frac{9}{8} - \frac{5}{8},\frac{1}{2},\frac{3}{8}|\frac{4}{8}|\frac{2}{8},,flash;fractions;sous_improper,validé,fr,fractions_add_sous.csv
FR5EAS012,5e,fractions,addition_soustraction,mixed_number,QCM,3,90,Calculer : 1 + \frac{3}{5},\frac{8}{5},\frac{4}{5}|\frac{6}{5}|\frac{5}{8},,flash;fractions;add_entier_fraction,validé,fr,fractions_add_sous.csv
FR5EAS013,5e,fractions,addition_soustraction,mixed_number,QCM,3,90,Calculer : 2 - \frac{3}{4},\frac{5}{4},\frac{1}{4}|\frac{7}{4}|\frac{3}{4},,flash;fractions;sous_entier_fraction,validé,fr,fractions_add_sous.csv
FR5EAS014,5e,fractions,addition_soustraction,expression,QCM,3,90,Calculer : \frac{1}{2} + \frac{1}{3} - \frac{1}{6},\frac{2}{3},\frac{1}{3}|\frac{5}{6}|\frac{3}{4},,flash;fractions;add_expression,validé,fr,fractions_add_sous.csv
FR5EAS015,5e,fractions,addition_soustraction,piege,QCM,3,90,Calculer : \frac{1}{5} + \frac{2}{10},\frac{2}{5},\frac{3}{15}|\frac{3}{10}|\frac{1}{7},,flash;fractions;add_equivalent,validé,fr,fractions_add_sous.csv
FR5EEN001,5e,fractions,enchaînements,parentheses_simple,QCM,2,70,Calculer : (\frac{1}{2} + \frac{1}{4}),\frac{3}{4},\frac{1}{3}|\frac{2}{4}|\frac{5}{8},,flash;fractions;par_simple,validé,fr,fractions_enchainements.csv
FR5EEN002,5e,fractions,enchaînements,parentheses_simple,QCM,2,70,Calculer : (\frac{3}{5} - \frac{1}{10}),\frac{1}{2},\frac{2}{5}|\frac{3}{10}|\frac{4}{5},,flash;fractions;par_simple,validé,fr,fractions_enchainements.csv
FR5EEN003,5e,fractions,enchaînements,double_operation,QCM,2,80,Calculer : \frac{1}{3} + \frac{1}{6} - \frac{1}{2},0,\frac{1}{6}|\frac{-1}{6}|\frac{1}{3},,flash;fractions;double_op,validé,fr,fractions_enchainements.csv
FR5EEN004,5e,fractions,enchaînements,double_operation,QCM,2,80,Calculer : \frac{3}{4} - \frac{1}{8} + \frac{1}{2},\frac{9}{8},\frac{7}{8}|\frac{5}{8}|\frac{3}{8},,flash;fractions;double_op,validé,fr,fractions_enchainements.csv
FR5EEN005,5e,fractions,enchaînements,multiplication_addition,QCM,3,90,Calculer : \frac{2}{3} + (\frac{1}{2} × \frac{3}{4}),\frac{11}{12},\frac{5}{6}|\frac{1}{3}|\frac{7}{12},,flash;fractions;mixte_mult,validé,fr,fractions_enchainements.csv
FR5EEN006,5e,fractions,enchaînements,multiplication_soustraction,QCM,3,90,Calculer : \frac{5}{6} - (\frac{1}{3} × \frac{1}{2}),\frac{2}{3},\frac{1}{2}|\frac{3}{6}|\frac{5}{9},,flash;fractions;mixte_mult,validé,fr,fractions_enchainements.csv
FR5EEN007,5e,fractions,enchaînements,trois_termes,QCM,3,90,Calculer : \frac{1}{2} + \frac{1}{3} + \frac{1}{6},1,\frac{5}{6}|\frac{2}{3}|\frac{7}{6},,flash;fractions;trois_termes,validé,fr,fractions_enchainements.csv
FR5EEN008,5e,fractions,enchaînements,parentheses_doubles,QCM,3,100,Calculer : (\frac{1}{2} + \frac{1}{4}) - (\frac{1}{8}),\frac{5}{8},\frac{3}{4}|\frac{1}{2}|\frac{7}{8},,flash;fractions;par_doubles,validé,fr,fractions_enchainements.csv
FR5EEN009,5e,fractions,enchaînements,parentheses_doubles,QCM,3,100,Calculer : (\frac{3}{5} - \frac{1}{10}) + (\frac{1}{2}),1,\frac{3}{5}|\frac{4}{5}|\frac{9}{10},,flash;fractions;par_doubles,validé,fr,fractions_enchainements.csv
FR5EEN010,5e,fractions,enchaînements,impropre_mixed,QCM,3,110,Calculer : \frac{7}{6} - \frac{1}{2} + \frac{1}{3},1,\frac{5}{6}|\frac{2}{3}|\frac{7}{6},,flash;fractions;impropre_mix,validé,fr,fractions_enchainements.csv
FR5EEN011,5e,fractions,enchaînements,impropre_mixed,QCM,3,110,Calculer : \frac{5}{4} + \frac{3}{8} - \frac{1}{2},\frac{9}{8},\frac{7}{8}|\frac{5}{8}|\frac{11}{8},,flash;fractions;impropre_mix,validé,fr,fractions_enchainements.csv
FR5EEN012,5e,fractions,enchaînements,expression_mult_pas,QCM,3,120,Calculer : \frac{2}{3} × (\frac{1}{2} + \frac{1}{4}),\frac{1}{2},\frac{5}{6}|\frac{2}{7}|\frac{3}{8},,flash;fractions;mult_parenth,validé,fr,fractions_enchainements.csv
FR5EEN013,5e,fractions,enchaînements,expression_mult_pas,QCM,3,120,Calculer : (\frac{2}{5} + \frac{1}{10}) × \frac{1}{2},\frac{1}{4},\frac{3}{10}|\frac{1}{5}|\frac{2}{5},,flash;fractions;mult_parenth,validé,fr,fractions_enchainements.csv
FR5EEN014,5e,fractions,enchaînements,piege_equivalence,QCM,3,120,Calculer : \frac{1}{4} + \frac{2}{8} - \frac{1}{2},0,\frac{1}{8}|\frac{1}{4}|\frac{-1}{4},,flash;fractions;piege_equiv,validé,fr,fractions_enchainements.csv
FR5EEN015,5e,fractions,enchaînements,piege_zero,QCM,3,120,Calculer : (\frac{1}{3} - \frac{1}{3}) + \frac{5}{6},\frac{5}{6},0|\frac{1}{3}|\frac{2}{3},,flash;fractions;piege_zero,validé,fr,fractions_enchainements.csv
FR5EMU001,5e,fractions,multiplication,produit_simple,QCM,1,40,Calculer : \frac{2}{3} × \frac{3}{4},\frac{1}{2},\frac{5}{7}|\frac{6}{12}|\frac{2}{7},,flash;fractions;mult_simple,validé,fr,fractions_multiplication.csv
FR5EMU002,5e,fractions,multiplication,produit_simple,QCM,1,40,Calculer : \frac{1}{5} × \frac{3}{5},\frac{3}{25},\frac{4}{25}|\frac{3}{10}|\frac{1}{15},,flash;fractions;mult_simple,validé,fr,fractions_multiplication.csv
FR5EMU003,5e,fractions,multiplication,produit_simple,QCM,1,40,Calculer : \frac{4}{7} × \frac{2}{7},\frac{8}{49},\frac{6}{49}|\frac{4}{14}|\frac{8}{14},,flash;fractions;mult_simple,validé,fr,fractions_multiplication.csv
FR5EMU004,5e,fractions,multiplication,entier,QCM,1,40,Calculer : 5 × \frac{3}{8},\frac{15}{8},\frac{5}{8}|\frac{3}{40}|\frac{15}{24},,flash;fractions;mult_entier,validé,fr,fractions_multiplication.csv
FR5EMU005,5e,fractions,multiplication,entier,QCM,1,40,Calculer : \frac{7}{9} × 6,\frac{42}{9},\frac{13}{9}|\frac{42}{15}|\frac{7}{54},,flash;fractions;mult_entier,validé,fr,fractions_multiplication.csv
FR5EMU006,5e,fractions,multiplication,simplification_croisee,QCM,2,60,Calculer : \frac{6}{10} × \frac{5}{9} (simplifier le résultat),\frac{1}{3},\frac{11}{30}|\frac{30}{54}|\frac{5}{15},,flash;fractions;mult_simplify,validé,fr,fractions_multiplication.csv
FR5EMU007,5e,fractions,multiplication,simplification_croisee,QCM,2,60,Calculer : \frac{8}{12} × \frac{3}{4} (simplifier),\frac{1}{2},\frac{24}{48}|\frac{2}{3}|\frac{3}{8},,flash;fractions;mult_simplify,validé,fr,fractions_multiplication.csv
FR5EMU008,5e,fractions,multiplication,simplification_croisee,QCM,2,60,Calculer : \frac{9}{15} × \frac{10}{18} (simplifier),\frac{1}{3},\frac{19}{45}|\frac{3}{5}|\frac{5}{9},,flash;fractions;mult_simplify,validé,fr,fractions_multiplication.csv
FR5EMU009,5e,fractions,multiplication,produit_impropre,QCM,2,70,Calculer : \frac{5}{4} × \frac{3}{2},\frac{15}{8},\frac{8}{15}|\frac{5}{8}|\frac{3}{4},,flash;fractions;mult_improper,validé,fr,fractions_multiplication.csv
FR5EMU010,5e,fractions,multiplication,produit_impropre,QCM,2,70,Calculer : \frac{7}{6} × \frac{9}{7},\frac{3}{2},\frac{7}{54}|\frac{9}{13}|\frac{16}{7},,flash;fractions;mult_improper,validé,fr,fractions_multiplication.csv
FR5EMU011,5e,fractions,multiplication,expression,QCM,3,80,Calculer : \frac{2}{3} × \frac{3}{5} × \frac{5}{6},\frac{1}{9},\frac{2}{9}|\frac{1}{6}|\frac{5}{18},,flash;fractions;mult_trois,validé,fr,fractions_multiplication.csv
FR5EMU012,5e,fractions,multiplication,expression,QCM,3,80,Calculer : \frac{4}{5} × \frac{10}{16},\frac{1}{2},\frac{2}{5}|\frac{14}{80}|\frac{5}{8},,flash;fractions;mult_simplify,validé,fr,fractions_multiplication.csv
FR5EMU013,5e,fractions,multiplication,piege_zero,QCM,3,60,Calculer : 0 × \frac{7}{13},0,\frac{7}{13}|\frac{7}{0}|\frac{13}{7},,flash;fractions;mult_zero,validé,fr,fractions_multiplication.csv
FR5EMU014,5e,fractions,multiplication,piege_un,QCM,3,60,Calculer : 1 × \frac{11}{12},\frac{11}{12},\frac{1}{11}|\frac{12}{11}|\frac{11}{24},,flash;fractions;mult_un,validé,fr,fractions_multiplication.csv
FR5EMU015,5e,fractions,multiplication,piege_equivalent,QCM,3,70,Calculer : \frac{2}{4} × \frac{4}{6} (simplifier),\frac{1}{3},\frac{2}{6}|\frac{8}{24}|\frac{4}{12},,flash;fractions;mult_equivalent,validé,fr,fractions_multiplication.csv
FR5ESI001,5e,fractions,simplification,division_simple,QCM,1,40,Simplifier : \frac{4}{8},\frac{1}{2},\frac{2}{4}|\frac{4}{16}|\frac{2}{3},,flash;fractions;simplifier2,validé,fr,fractions_simplification.csv
FR5ESI002,5e,fractions,simplification,division_simple,QCM,1,40,Simplifier : \frac{6}{12},\frac{1}{2},\frac{2}{6}|\frac{3}{4}|\frac{6}{24},,flash;fractions;simplifier2,validé,fr,fractions_simplification.csv
FR5ESI003,5e,fractions,simplification,division_simple,QCM,1,40,Simplifier : \frac{9}{12},\frac{3}{4},\frac{6}{9}|\frac{9}{24}|\frac{2}{3},,flash;fractions;simplifier3,validé,fr,fractions_simplification.csv
FR5ESI004,5e,fractions,simplification,division_simple,QCM,1,40,Simplifier : \frac{10}{15},\frac{2}{3},\frac{5}{10}|\frac{3}{5}|\frac{4}{6},,flash;fractions;simplifier5,validé,fr,fractions_simplification.csv
FR5ESI005,5e,fractions,simplification,pgcd,QCM,2,50,Simplifier : \frac{18}{24},\frac{3}{4},\frac{6}{8}|\frac{9}{24}|\frac{2}{3},,flash;fractions;pgcd6,validé,fr,fractions_simplification.csv
FR5ESI006,5e,fractions,simplification,pgcd,QCM,2,50,Simplifier : \frac{21}{28},\frac{3}{4},\frac{7}{9}|\frac{4}{7}|\frac{2}{3},,flash;fractions;pgcd7,validé,fr,fractions_simplification.csv
FR5ESI007,5e,fractions,simplification,pgcd,QCM,2,50,Simplifier : \frac{14}{35},\frac{2}{5},\frac{4}{7}|\frac{7}{14}|\frac{5}{14},,flash;fractions;pgcd7,validé,fr,fractions_simplification.csv
FR5ESI008,5e,fractions,simplification,pgcd,QCM,2,50,Simplifier : \frac{32}{40},\frac{4}{5},\frac{8}{10}|\frac{3}{5}|\frac{2}{5},,flash;fractions;pgcd8,validé,fr,fractions_simplification.csv
FR5ESI009,5e,fractions,simplification,irreductible,QCM,2,50,Simplifier : \frac{7}{13},\frac{7}{13},\frac{1}{13}|\frac{13}{7}|\frac{7}{26},,flash;fractions;irreductible,validé,fr,fractions_simplification.csv
